date,interest,keyword,geo,year
2009-12-01,28,Jakobsweg,DE,2009
2010-01-01,41,Jakobsweg,DE,2010
2010-02-01,35,Jakobsweg,DE,2010
2010-03-01,63,Jakobsweg,DE,2010
2010-04-01,58,Jakobsweg,DE,2010
2010-05-01,58,Jakobsweg,DE,2010
2010-06-01,44,Jakobsweg,DE,2010
2010-07-01,52,Jakobsweg,DE,2010
2010-08-01,46,Jakobsweg,DE,2010
2010-09-01,37,Jakobsweg,DE,2010
2010-10-01,28,Jakobsweg,DE,2010
2010-11-01,26,Jakobsweg,DE,2010
2010-12-01,23,Jakobsweg,DE,2010
2011-01-01,48,Jakobsweg,DE,2011
2011-02-01,44,Jakobsweg,DE,2011
2011-03-01,44,Jakobsweg,DE,2011
2011-04-01,58,Jakobsweg,DE,2011
2011-05-01,56,Jakobsweg,DE,2011
2011-06-01,70,Jakobsweg,DE,2011
2011-07-01,59,Jakobsweg,DE,2011
2011-08-01,56,Jakobsweg,DE,2011
2011-09-01,47,Jakobsweg,DE,2011
2011-10-01,42,Jakobsweg,DE,2011
2011-11-01,44,Jakobsweg,DE,2011
2011-12-01,37,Jakobsweg,DE,2011
2012-01-01,45,Jakobsweg,DE,2012
2012-02-01,39,Jakobsweg,DE,2012
2012-03-01,46,Jakobsweg,DE,2012
2012-04-01,59,Jakobsweg,DE,2012
2012-05-01,63,Jakobsweg,DE,2012
2012-06-01,75,Jakobsweg,DE,2012
2012-07-01,68,Jakobsweg,DE,2012
2012-08-01,69,Jakobsweg,DE,2012
2012-09-01,52,Jakobsweg,DE,2012
2012-10-01,37,Jakobsweg,DE,2012
2012-11-01,34,Jakobsweg,DE,2012
2012-12-01,32,Jakobsweg,DE,2012
2013-01-01,45,Jakobsweg,DE,2013
2013-02-01,42,Jakobsweg,DE,2013
2013-03-01,46,Jakobsweg,DE,2013
2013-04-01,55,Jakobsweg,DE,2013
2013-05-01,70,Jakobsweg,DE,2013
2013-06-01,50,Jakobsweg,DE,2013
2013-07-01,58,Jakobsweg,DE,2013
2013-08-01,54,Jakobsweg,DE,2013
2013-09-01,42,Jakobsweg,DE,2013
2013-10-01,36,Jakobsweg,DE,2013
2013-11-01,28,Jakobsweg,DE,2013
2013-12-01,44,Jakobsweg,DE,2013
2014-01-01,76,Jakobsweg,DE,2014
2014-02-01,45,Jakobsweg,DE,2014
2014-03-01,49,Jakobsweg,DE,2014
2014-04-01,58,Jakobsweg,DE,2014
2014-05-01,53,Jakobsweg,DE,2014
2014-06-01,49,Jakobsweg,DE,2014
2014-07-01,63,Jakobsweg,DE,2014
2014-08-01,66,Jakobsweg,DE,2014
2014-09-01,45,Jakobsweg,DE,2014
2014-10-01,38,Jakobsweg,DE,2014
2014-11-01,35,Jakobsweg,DE,2014
2014-12-01,33,Jakobsweg,DE,2014
2015-01-01,44,Jakobsweg,DE,2015
2015-02-01,41,Jakobsweg,DE,2015
2015-03-01,49,Jakobsweg,DE,2015
2015-04-01,61,Jakobsweg,DE,2015
2015-05-01,61,Jakobsweg,DE,2015
2015-06-01,54,Jakobsweg,DE,2015
2015-07-01,52,Jakobsweg,DE,2015
2015-08-01,58,Jakobsweg,DE,2015
2015-09-01,52,Jakobsweg,DE,2015
2015-10-01,38,Jakobsweg,DE,2015
2015-11-01,30,Jakobsweg,DE,2015
2015-12-01,59,Jakobsweg,DE,2015
2016-01-01,65,Jakobsweg,DE,2016
2016-02-01,50,Jakobsweg,DE,2016
2016-03-01,53,Jakobsweg,DE,2016
2016-04-01,55,Jakobsweg,DE,2016
2016-05-01,65,Jakobsweg,DE,2016
2016-06-01,65,Jakobsweg,DE,2016
2016-07-01,53,Jakobsweg,DE,2016
2016-08-01,55,Jakobsweg,DE,2016
2016-09-01,53,Jakobsweg,DE,2016
2016-10-01,38,Jakobsweg,DE,2016
2016-11-01,35,Jakobsweg,DE,2016
2016-12-01,32,Jakobsweg,DE,2016
2017-01-01,56,Jakobsweg,DE,2017
2017-02-01,44,Jakobsweg,DE,2017
2017-03-01,45,Jakobsweg,DE,2017
2017-04-01,61,Jakobsweg,DE,2017
2017-05-01,69,Jakobsweg,DE,2017
2017-06-01,60,Jakobsweg,DE,2017
2017-07-01,57,Jakobsweg,DE,2017
2017-08-01,56,Jakobsweg,DE,2017
2017-09-01,64,Jakobsweg,DE,2017
2017-10-01,50,Jakobsweg,DE,2017
2017-11-01,34,Jakobsweg,DE,2017
2017-12-01,42,Jakobsweg,DE,2017
2018-01-01,48,Jakobsweg,DE,2018
2018-02-01,49,Jakobsweg,DE,2018
2018-03-01,53,Jakobsweg,DE,2018
2018-04-01,63,Jakobsweg,DE,2018
2018-05-01,62,Jakobsweg,DE,2018
2018-06-01,52,Jakobsweg,DE,2018
2018-07-01,66,Jakobsweg,DE,2018
2018-08-01,57,Jakobsweg,DE,2018
2018-09-01,74,Jakobsweg,DE,2018
2018-10-01,100,Jakobsweg,DE,2018
2018-11-01,34,Jakobsweg,DE,2018
2018-12-01,40,Jakobsweg,DE,2018
2019-01-01,51,Jakobsweg,DE,2019
2019-02-01,44,Jakobsweg,DE,2019
2019-03-01,51,Jakobsweg,DE,2019
2019-04-01,52,Jakobsweg,DE,2019
2019-05-01,55,Jakobsweg,DE,2019
2019-06-01,98,Jakobsweg,DE,2019
2019-07-01,56,Jakobsweg,DE,2019
2019-08-01,62,Jakobsweg,DE,2019
2019-09-01,57,Jakobsweg,DE,2019
2019-10-01,45,Jakobsweg,DE,2019
2019-11-01,38,Jakobsweg,DE,2019
2019-12-01,40,Jakobsweg,DE,2019
2020-01-01,52,Jakobsweg,DE,2020
2020-02-01,55,Jakobsweg,DE,2020
2020-03-01,42,Jakobsweg,DE,2020
2020-04-01,40,Jakobsweg,DE,2020
2020-05-01,49,Jakobsweg,DE,2020
2020-06-01,46,Jakobsweg,DE,2020
2020-07-01,52,Jakobsweg,DE,2020
2020-08-01,47,Jakobsweg,DE,2020
2020-09-01,41,Jakobsweg,DE,2020
2020-10-01,33,Jakobsweg,DE,2020
2020-11-01,25,Jakobsweg,DE,2020
2020-12-01,29,Jakobsweg,DE,2020
2021-01-01,34,Jakobsweg,DE,2021
2021-02-01,28,Jakobsweg,DE,2021
2021-03-01,29,Jakobsweg,DE,2021
2021-04-01,38,Jakobsweg,DE,2021
2021-05-01,37,Jakobsweg,DE,2021
2021-06-01,39,Jakobsweg,DE,2021
2021-07-01,37,Jakobsweg,DE,2021
2021-08-01,46,Jakobsweg,DE,2021
2021-09-01,39,Jakobsweg,DE,2021
2021-10-01,46,Jakobsweg,DE,2021
2021-11-01,24,Jakobsweg,DE,2021
2021-12-01,28,Jakobsweg,DE,2021
2022-01-01,48,Jakobsweg,DE,2022
2022-02-01,39,Jakobsweg,DE,2022
2022-03-01,41,Jakobsweg,DE,2022
2022-04-01,52,Jakobsweg,DE,2022
2022-05-01,63,Jakobsweg,DE,2022
2022-06-01,47,Jakobsweg,DE,2022
2022-07-01,45,Jakobsweg,DE,2022
2022-08-01,48,Jakobsweg,DE,2022
2022-09-01,42,Jakobsweg,DE,2022
2022-10-01,36,Jakobsweg,DE,2022
2022-11-01,25,Jakobsweg,DE,2022
2022-12-01,26,Jakobsweg,DE,2022
2023-01-01,39,Jakobsweg,DE,2023
2023-02-01,53,Jakobsweg,DE,2023
2023-03-01,39,Jakobsweg,DE,2023
2023-04-01,58,Jakobsweg,DE,2023
2023-05-01,70,Jakobsweg,DE,2023
2023-06-01,45,Jakobsweg,DE,2023
2023-07-01,43,Jakobsweg,DE,2023
2023-08-01,44,Jakobsweg,DE,2023
2023-09-01,42,Jakobsweg,DE,2023
2023-10-01,33,Jakobsweg,DE,2023
2023-11-01,23,Jakobsweg,DE,2023
2023-12-01,26,Jakobsweg,DE,2023
2024-01-01,33,Jakobsweg,DE,2024
2024-02-01,33,Jakobsweg,DE,2024
2024-03-01,42,Jakobsweg,DE,2024
2024-04-01,47,Jakobsweg,DE,2024
2024-05-01,48,Jakobsweg,DE,2024
2024-06-01,37,Jakobsweg,DE,2024
2024-07-01,36,Jakobsweg,DE,2024
2024-08-01,46,Jakobsweg,DE,2024
2024-09-01,37,Jakobsweg,DE,2024
2024-10-01,33,Jakobsweg,DE,2024
2024-11-01,39,Jakobsweg,DE,2024
2024-12-01,26,Jakobsweg,DE,2024
2004-01-01,0,Camino de Santiago,GB,2004
2004-02-01,0,Camino de Santiago,GB,2004
2004-03-01,0,Camino de Santiago,GB,2004
2004-04-01,0,Camino de Santiago,GB,2004
2004-05-01,0,Camino de Santiago,GB,2004
2004-06-01,28,Camino de Santiago,GB,2004
2004-07-01,24,Camino de Santiago,GB,2004
2004-08-01,25,Camino de Santiago,GB,2004
2004-09-01,0,Camino de Santiago,GB,2004
2004-10-01,0,Camino de Santiago,GB,2004
2004-11-01,0,Camino de Santiago,GB,2004
2004-12-01,24,Camino de Santiago,GB,2004
2005-01-01,15,Camino de Santiago,GB,2005
2005-02-01,0,Camino de Santiago,GB,2005
2005-03-01,15,Camino de Santiago,GB,2005
2005-04-01,16,Camino de Santiago,GB,2005
2005-05-01,0,Camino de Santiago,GB,2005
2005-06-01,0,Camino de Santiago,GB,2005
2005-07-01,16,Camino de Santiago,GB,2005
2005-08-01,22,Camino de Santiago,GB,2005
2005-09-01,0,Camino de Santiago,GB,2005
2005-10-01,0,Camino de Santiago,GB,2005
2005-11-01,0,Camino de Santiago,GB,2005
2005-12-01,0,Camino de Santiago,GB,2005
2006-01-01,13,Camino de Santiago,GB,2006
2006-02-01,24,Camino de Santiago,GB,2006
2006-03-01,17,Camino de Santiago,GB,2006
2006-04-01,12,Camino de Santiago,GB,2006
2006-05-01,18,Camino de Santiago,GB,2006
2006-06-01,18,Camino de Santiago,GB,2006
2006-07-01,16,Camino de Santiago,GB,2006
2006-08-01,0,Camino de Santiago,GB,2006
2006-09-01,8,Camino de Santiago,GB,2006
2006-10-01,8,Camino de Santiago,GB,2006
2006-11-01,10,Camino de Santiago,GB,2006
2006-12-01,0,Camino de Santiago,GB,2006
2007-01-01,8,Camino de Santiago,GB,2007
2007-02-01,11,Camino de Santiago,GB,2007
2007-03-01,10,Camino de Santiago,GB,2007
2007-04-01,18,Camino de Santiago,GB,2007
2007-05-01,12,Camino de Santiago,GB,2007
2007-06-01,14,Camino de Santiago,GB,2007
2007-07-01,19,Camino de Santiago,GB,2007
2007-08-01,15,Camino de Santiago,GB,2007
2007-09-01,10,Camino de Santiago,GB,2007
2007-10-01,9,Camino de Santiago,GB,2007
2007-11-01,9,Camino de Santiago,GB,2007
2007-12-01,6,Camino de Santiago,GB,2007
2008-01-01,7,Camino de Santiago,GB,2008
2008-02-01,6,Camino de Santiago,GB,2008
2008-03-01,11,Camino de Santiago,GB,2008
2008-04-01,13,Camino de Santiago,GB,2008
2008-05-01,12,Camino de Santiago,GB,2008
2008-06-01,8,Camino de Santiago,GB,2008
2008-07-01,10,Camino de Santiago,GB,2008
2008-08-01,13,Camino de Santiago,GB,2008
2008-09-01,7,Camino de Santiago,GB,2008
2008-10-01,10,Camino de Santiago,GB,2008
2008-11-01,6,Camino de Santiago,GB,2008
2008-12-01,5,Camino de Santiago,GB,2008
2009-01-01,10,Camino de Santiago,GB,2009
2009-02-01,10,Camino de Santiago,GB,2009
2009-03-01,12,Camino de Santiago,GB,2009
2009-04-01,12,Camino de Santiago,GB,2009
2009-05-01,13,Camino de Santiago,GB,2009
2009-06-01,14,Camino de Santiago,GB,2009
2009-07-01,18,Camino de Santiago,GB,2009
2009-08-01,15,Camino de Santiago,GB,2009
2009-09-01,13,Camino de Santiago,GB,2009
2009-10-01,13,Camino de Santiago,GB,2009
2009-11-01,10,Camino de Santiago,GB,2009
2009-12-01,9,Camino de Santiago,GB,2009
2010-01-01,16,Camino de Santiago,GB,2010
2010-02-01,14,Camino de Santiago,GB,2010
2010-03-01,19,Camino de Santiago,GB,2010
2010-04-01,19,Camino de Santiago,GB,2010
2010-05-01,17,Camino de Santiago,GB,2010
2010-06-01,17,Camino de Santiago,GB,2010
2010-07-01,18,Camino de Santiago,GB,2010
2010-08-01,22,Camino de Santiago,GB,2010
2010-09-01,17,Camino de Santiago,GB,2010
2010-10-01,13,Camino de Santiago,GB,2010
2010-11-01,8,Camino de Santiago,GB,2010
2010-12-01,10,Camino de Santiago,GB,2010
2011-01-01,13,Camino de Santiago,GB,2011
2011-02-01,11,Camino de Santiago,GB,2011
2011-03-01,14,Camino de Santiago,GB,2011
2011-04-01,22,Camino de Santiago,GB,2011
2011-05-01,29,Camino de Santiago,GB,2011
2011-06-01,24,Camino de Santiago,GB,2011
2011-07-01,24,Camino de Santiago,GB,2011
2011-08-01,25,Camino de Santiago,GB,2011
2011-09-01,21,Camino de Santiago,GB,2011
2011-10-01,16,Camino de Santiago,GB,2011
2011-11-01,22,Camino de Santiago,GB,2011
2011-12-01,19,Camino de Santiago,GB,2011
2012-01-01,30,Camino de Santiago,GB,2012
2012-02-01,27,Camino de Santiago,GB,2012
2012-03-01,24,Camino de Santiago,GB,2012
2012-04-01,31,Camino de Santiago,GB,2012
2012-05-01,29,Camino de Santiago,GB,2012
2012-06-01,34,Camino de Santiago,GB,2012
2012-07-01,31,Camino de Santiago,GB,2012
2012-08-01,30,Camino de Santiago,GB,2012
2012-09-01,28,Camino de Santiago,GB,2012
2012-10-01,20,Camino de Santiago,GB,2012
2012-11-01,13,Camino de Santiago,GB,2012
2012-12-01,15,Camino de Santiago,GB,2012
2013-01-01,22,Camino de Santiago,GB,2013
2013-02-01,27,Camino de Santiago,GB,2013
2013-03-01,26,Camino de Santiago,GB,2013
2013-04-01,25,Camino de Santiago,GB,2013
2013-05-01,28,Camino de Santiago,GB,2013
2013-06-01,30,Camino de Santiago,GB,2013
2013-07-01,25,Camino de Santiago,GB,2013
2013-08-01,22,Camino de Santiago,GB,2013
2013-09-01,22,Camino de Santiago,GB,2013
2013-10-01,18,Camino de Santiago,GB,2013
2013-11-01,13,Camino de Santiago,GB,2013
2013-12-01,22,Camino de Santiago,GB,2013
2014-01-01,23,Camino de Santiago,GB,2014
2014-02-01,20,Camino de Santiago,GB,2014
2014-03-01,24,Camino de Santiago,GB,2014
2014-04-01,25,Camino de Santiago,GB,2014
2014-05-01,29,Camino de Santiago,GB,2014
2014-06-01,25,Camino de Santiago,GB,2014
2014-07-01,25,Camino de Santiago,GB,2014
2014-08-01,22,Camino de Santiago,GB,2014
2014-09-01,22,Camino de Santiago,GB,2014
2014-10-01,29,Camino de Santiago,GB,2014
2014-11-01,18,Camino de Santiago,GB,2014
2014-12-01,19,Camino de Santiago,GB,2014
2015-01-01,25,Camino de Santiago,GB,2015
2015-02-01,25,Camino de Santiago,GB,2015
2015-03-01,25,Camino de Santiago,GB,2015
2015-04-01,30,Camino de Santiago,GB,2015
2015-05-01,42,Camino de Santiago,GB,2015
2015-06-01,32,Camino de Santiago,GB,2015
2015-07-01,30,Camino de Santiago,GB,2015
2015-08-01,31,Camino de Santiago,GB,2015
2015-09-01,26,Camino de Santiago,GB,2015
2015-10-01,20,Camino de Santiago,GB,2015
2015-11-01,17,Camino de Santiago,GB,2015
2015-12-01,17,Camino de Santiago,GB,2015
2016-01-01,22,Camino de Santiago,GB,2016
2016-02-01,23,Camino de Santiago,GB,2016
2016-03-01,26,Camino de Santiago,GB,2016
2016-04-01,29,Camino de Santiago,GB,2016
2016-05-01,32,Camino de Santiago,GB,2016
2016-06-01,28,Camino de Santiago,GB,2016
2016-07-01,28,Camino de Santiago,GB,2016
2016-08-01,29,Camino de Santiago,GB,2016
2016-09-01,27,Camino de Santiago,GB,2016
2016-10-01,20,Camino de Santiago,GB,2016
2016-11-01,17,Camino de Santiago,GB,2016
2016-12-01,15,Camino de Santiago,GB,2016
2017-01-01,25,Camino de Santiago,GB,2017
2017-02-01,21,Camino de Santiago,GB,2017
2017-03-01,25,Camino de Santiago,GB,2017
2017-04-01,31,Camino de Santiago,GB,2017
2017-05-01,33,Camino de Santiago,GB,2017
2017-06-01,26,Camino de Santiago,GB,2017
2017-07-01,30,Camino de Santiago,GB,2017
2017-08-01,46,Camino de Santiago,GB,2017
2017-09-01,28,Camino de Santiago,GB,2017
2017-10-01,23,Camino de Santiago,GB,2017
2017-11-01,20,Camino de Santiago,GB,2017
2017-12-01,19,Camino de Santiago,GB,2017
2018-01-01,29,Camino de Santiago,GB,2018
2018-02-01,25,Camino de Santiago,GB,2018
2018-03-01,100,Camino de Santiago,GB,2018
2018-04-01,70,Camino de Santiago,GB,2018
2018-05-01,37,Camino de Santiago,GB,2018
2018-06-01,34,Camino de Santiago,GB,2018
2018-07-01,32,Camino de Santiago,GB,2018
2018-08-01,32,Camino de Santiago,GB,2018
2018-09-01,30,Camino de Santiago,GB,2018
2018-10-01,23,Camino de Santiago,GB,2018
2018-11-01,18,Camino de Santiago,GB,2018
2018-12-01,18,Camino de Santiago,GB,2018
2019-01-01,31,Camino de Santiago,GB,2019
2019-02-01,32,Camino de Santiago,GB,2019
2019-03-01,49,Camino de Santiago,GB,2019
2019-04-01,51,Camino de Santiago,GB,2019
2019-05-01,39,Camino de Santiago,GB,2019
2019-06-01,39,Camino de Santiago,GB,2019
2019-07-01,34,Camino de Santiago,GB,2019
2019-08-01,41,Camino de Santiago,GB,2019
2019-09-01,40,Camino de Santiago,GB,2019
2019-10-01,25,Camino de Santiago,GB,2019
2019-11-01,25,Camino de Santiago,GB,2019
2019-12-01,22,Camino de Santiago,GB,2019
2020-01-01,31,Camino de Santiago,GB,2020
2020-02-01,32,Camino de Santiago,GB,2020
2020-03-01,18,Camino de Santiago,GB,2020
2020-04-01,18,Camino de Santiago,GB,2020
2020-05-01,21,Camino de Santiago,GB,2020
2020-06-01,24,Camino de Santiago,GB,2020
2020-07-01,26,Camino de Santiago,GB,2020
2020-08-01,22,Camino de Santiago,GB,2020
2020-09-01,19,Camino de Santiago,GB,2020
2020-10-01,18,Camino de Santiago,GB,2020
2020-11-01,16,Camino de Santiago,GB,2020
2020-12-01,18,Camino de Santiago,GB,2020
2021-01-01,22,Camino de Santiago,GB,2021
2021-02-01,18,Camino de Santiago,GB,2021
2021-03-01,17,Camino de Santiago,GB,2021
2021-04-01,18,Camino de Santiago,GB,2021
2021-05-01,32,Camino de Santiago,GB,2021
2021-06-01,18,Camino de Santiago,GB,2021
2021-07-01,19,Camino de Santiago,GB,2021
2021-08-01,23,Camino de Santiago,GB,2021
2021-09-01,23,Camino de Santiago,GB,2021
2021-10-01,21,Camino de Santiago,GB,2021
2021-11-01,17,Camino de Santiago,GB,2021
2021-12-01,15,Camino de Santiago,GB,2021
2022-01-01,26,Camino de Santiago,GB,2022
2022-02-01,28,Camino de Santiago,GB,2022
2022-03-01,29,Camino de Santiago,GB,2022
2022-04-01,37,Camino de Santiago,GB,2022
2022-05-01,40,Camino de Santiago,GB,2022
2022-06-01,40,Camino de Santiago,GB,2022
2022-07-01,36,Camino de Santiago,GB,2022
2022-08-01,36,Camino de Santiago,GB,2022
2022-09-01,35,Camino de Santiago,GB,2022
2022-10-01,31,Camino de Santiago,GB,2022
2022-11-01,23,Camino de Santiago,GB,2022
2022-12-01,24,Camino de Santiago,GB,2022
2023-01-01,32,Camino de Santiago,GB,2023
2023-02-01,31,Camino de Santiago,GB,2023
2023-03-01,39,Camino de Santiago,GB,2023
2023-04-01,54,Camino de Santiago,GB,2023
2023-05-01,48,Camino de Santiago,GB,2023
2023-06-01,40,Camino de Santiago,GB,2023
2023-07-01,48,Camino de Santiago,GB,2023
2023-08-01,43,Camino de Santiago,GB,2023
2023-09-01,50,Camino de Santiago,GB,2023
2023-10-01,37,Camino de Santiago,GB,2023
2023-11-01,26,Camino de Santiago,GB,2023
2023-12-01,29,Camino de Santiago,GB,2023
2024-01-01,35,Camino de Santiago,GB,2024
2024-02-01,37,Camino de Santiago,GB,2024
2024-03-01,42,Camino de Santiago,GB,2024
2024-04-01,53,Camino de Santiago,GB,2024
2024-05-01,53,Camino de Santiago,GB,2024
2024-06-01,50,Camino de Santiago,GB,2024
2024-07-01,41,Camino de Santiago,GB,2024
2024-08-01,45,Camino de Santiago,GB,2024
2024-09-01,47,Camino de Santiago,GB,2024
2024-10-01,36,Camino de Santiago,GB,2024
2024-11-01,32,Camino de Santiago,GB,2024
2024-12-01,27,Camino de Santiago,GB,2024
2004-01-01,0,Caminho de Santiago,PT,2004
2004-02-01,0,Caminho de Santiago,PT,2004
2004-03-01,0,Caminho de Santiago,PT,2004
2004-04-01,0,Caminho de Santiago,PT,2004
2004-05-01,0,Caminho de Santiago,PT,2004
2004-06-01,0,Caminho de Santiago,PT,2004
2004-07-01,0,Caminho de Santiago,PT,2004
2004-08-01,0,Caminho de Santiago,PT,2004
2004-09-01,0,Caminho de Santiago,PT,2004
2004-10-01,0,Caminho de Santiago,PT,2004
2004-11-01,0,Caminho de Santiago,PT,2004
2004-12-01,0,Caminho de Santiago,PT,2004
2005-01-01,0,Caminho de Santiago,PT,2005
2005-02-01,0,Caminho de Santiago,PT,2005
2005-03-01,0,Caminho de Santiago,PT,2005
2005-04-01,0,Caminho de Santiago,PT,2005
2005-05-01,0,Caminho de Santiago,PT,2005
2005-06-01,100,Caminho de Santiago,PT,2005
2005-07-01,0,Caminho de Santiago,PT,2005
2005-08-01,0,Caminho de Santiago,PT,2005
2005-09-01,0,Caminho de Santiago,PT,2005
2005-10-01,0,Caminho de Santiago,PT,2005
2005-11-01,0,Caminho de Santiago,PT,2005
2005-12-01,0,Caminho de Santiago,PT,2005
2006-01-01,0,Caminho de Santiago,PT,2006
2006-02-01,0,Caminho de Santiago,PT,2006
2006-03-01,38,Caminho de Santiago,PT,2006
2006-04-01,45,Caminho de Santiago,PT,2006
2006-05-01,0,Caminho de Santiago,PT,2006
2006-06-01,0,Caminho de Santiago,PT,2006
2006-07-01,45,Caminho de Santiago,PT,2006
2006-08-01,46,Caminho de Santiago,PT,2006
2006-09-01,0,Caminho de Santiago,PT,2006
2006-10-01,0,Caminho de Santiago,PT,2006
2006-11-01,0,Caminho de Santiago,PT,2006
2006-12-01,0,Caminho de Santiago,PT,2006
2007-01-01,0,Caminho de Santiago,PT,2007
2007-02-01,0,Caminho de Santiago,PT,2007
2007-03-01,0,Caminho de Santiago,PT,2007
2007-04-01,25,Caminho de Santiago,PT,2007
2007-05-01,0,Caminho de Santiago,PT,2007
2007-06-01,0,Caminho de Santiago,PT,2007
2007-07-01,32,Caminho de Santiago,PT,2007
2007-08-01,35,Caminho de Santiago,PT,2007
2007-09-01,31,Caminho de Santiago,PT,2007
2007-10-01,20,Caminho de Santiago,PT,2007
2007-11-01,0,Caminho de Santiago,PT,2007
2007-12-01,0,Caminho de Santiago,PT,2007
2008-01-01,18,Caminho de Santiago,PT,2008
2008-02-01,16,Caminho de Santiago,PT,2008
2008-03-01,40,Caminho de Santiago,PT,2008
2008-04-01,24,Caminho de Santiago,PT,2008
2008-05-01,18,Caminho de Santiago,PT,2008
2008-06-01,21,Caminho de Santiago,PT,2008
2008-07-01,18,Caminho de Santiago,PT,2008
2008-08-01,24,Caminho de Santiago,PT,2008
2008-09-01,27,Caminho de Santiago,PT,2008
2008-10-01,15,Caminho de Santiago,PT,2008
2008-11-01,0,Caminho de Santiago,PT,2008
2008-12-01,20,Caminho de Santiago,PT,2008
2009-01-01,0,Caminho de Santiago,PT,2009
2009-02-01,0,Caminho de Santiago,PT,2009
2009-03-01,19,Caminho de Santiago,PT,2009
2009-04-01,19,Caminho de Santiago,PT,2009
2009-05-01,39,Caminho de Santiago,PT,2009
2009-06-01,38,Caminho de Santiago,PT,2009
2009-07-01,35,Caminho de Santiago,PT,2009
2009-08-01,34,Caminho de Santiago,PT,2009
2009-09-01,18,Caminho de Santiago,PT,2009
2009-10-01,19,Caminho de Santiago,PT,2009
2009-11-01,15,Caminho de Santiago,PT,2009
2009-12-01,12,Caminho de Santiago,PT,2009
2010-01-01,32,Caminho de Santiago,PT,2010
2010-02-01,27,Caminho de Santiago,PT,2010
2010-03-01,30,Caminho de Santiago,PT,2010
2010-04-01,30,Caminho de Santiago,PT,2010
2010-05-01,40,Caminho de Santiago,PT,2010
2010-06-01,41,Caminho de Santiago,PT,2010
2010-07-01,40,Caminho de Santiago,PT,2010
2010-08-01,47,Caminho de Santiago,PT,2010
2010-09-01,42,Caminho de Santiago,PT,2010
2010-10-01,26,Caminho de Santiago,PT,2010
2010-11-01,16,Caminho de Santiago,PT,2010
2010-12-01,0,Caminho de Santiago,PT,2010
2011-01-01,19,Caminho de Santiago,PT,2011
2011-02-01,25,Caminho de Santiago,PT,2011
2011-03-01,27,Caminho de Santiago,PT,2011
2011-04-01,37,Caminho de Santiago,PT,2011
2011-05-01,37,Caminho de Santiago,PT,2011
2011-06-01,36,Caminho de Santiago,PT,2011
2011-07-01,28,Caminho de Santiago,PT,2011
2011-08-01,44,Caminho de Santiago,PT,2011
2011-09-01,36,Caminho de Santiago,PT,2011
2011-10-01,26,Caminho de Santiago,PT,2011
2011-11-01,28,Caminho de Santiago,PT,2011
2011-12-01,22,Caminho de Santiago,PT,2011
2012-01-01,26,Caminho de Santiago,PT,2012
2012-02-01,31,Caminho de Santiago,PT,2012
2012-03-01,43,Caminho de Santiago,PT,2012
2012-04-01,57,Caminho de Santiago,PT,2012
2012-05-01,40,Caminho de Santiago,PT,2012
2012-06-01,38,Caminho de Santiago,PT,2012
2012-07-01,42,Caminho de Santiago,PT,2012
2012-08-01,54,Caminho de Santiago,PT,2012
2012-09-01,42,Caminho de Santiago,PT,2012
2012-10-01,32,Caminho de Santiago,PT,2012
2012-11-01,20,Caminho de Santiago,PT,2012
2012-12-01,15,Caminho de Santiago,PT,2012
2013-01-01,25,Caminho de Santiago,PT,2013
2013-02-01,34,Caminho de Santiago,PT,2013
2013-03-01,33,Caminho de Santiago,PT,2013
2013-04-01,48,Caminho de Santiago,PT,2013
2013-05-01,49,Caminho de Santiago,PT,2013
2013-06-01,48,Caminho de Santiago,PT,2013
2013-07-01,47,Caminho de Santiago,PT,2013
2013-08-01,51,Caminho de Santiago,PT,2013
2013-09-01,45,Caminho de Santiago,PT,2013
2013-10-01,29,Caminho de Santiago,PT,2013
2013-11-01,18,Caminho de Santiago,PT,2013
2013-12-01,25,Caminho de Santiago,PT,2013
2014-01-01,30,Caminho de Santiago,PT,2014
2014-02-01,39,Caminho de Santiago,PT,2014
2014-03-01,47,Caminho de Santiago,PT,2014
2014-04-01,63,Caminho de Santiago,PT,2014
2014-05-01,54,Caminho de Santiago,PT,2014
2014-06-01,47,Caminho de Santiago,PT,2014
2014-07-01,37,Caminho de Santiago,PT,2014
2014-08-01,54,Caminho de Santiago,PT,2014
2014-09-01,45,Caminho de Santiago,PT,2014
2014-10-01,31,Caminho de Santiago,PT,2014
2014-11-01,22,Caminho de Santiago,PT,2014
2014-12-01,22,Caminho de Santiago,PT,2014
2015-01-01,41,Caminho de Santiago,PT,2015
2015-02-01,32,Caminho de Santiago,PT,2015
2015-03-01,54,Caminho de Santiago,PT,2015
2015-04-01,48,Caminho de Santiago,PT,2015
2015-05-01,62,Caminho de Santiago,PT,2015
2015-06-01,54,Caminho de Santiago,PT,2015
2015-07-01,63,Caminho de Santiago,PT,2015
2015-08-01,66,Caminho de Santiago,PT,2015
2015-09-01,52,Caminho de Santiago,PT,2015
2015-10-01,30,Caminho de Santiago,PT,2015
2015-11-01,25,Caminho de Santiago,PT,2015
2015-12-01,25,Caminho de Santiago,PT,2015
2016-01-01,36,Caminho de Santiago,PT,2016
2016-02-01,40,Caminho de Santiago,PT,2016
2016-03-01,49,Caminho de Santiago,PT,2016
2016-04-01,53,Caminho de Santiago,PT,2016
2016-05-01,60,Caminho de Santiago,PT,2016
2016-06-01,48,Caminho de Santiago,PT,2016
2016-07-01,67,Caminho de Santiago,PT,2016
